game,date,player #,Player,Min,Pts,PPP,FG Att,FG Made,FG Miss,FG%,Ast,TO,Ast/TO,STL/TO,Stl,Stl Pos,Blk,Blk FGA,STL + BLK,BLK FGA/FGA,Tot Reb,Off Reb,Def Reb,PF TKN,PF COM,BLK/Foul,+/-,eFG%,TS%,TSA,SSQ,PPS,SSM,2 FG Att,2 FG Made,2 FG Miss,2 FG%,3FG Att,3 FG Made,3 FG Miss,3 FG%,3PA/FGA,FT Att,FT Made,FT Miss,FT%,FTA/FGA,+1,Chg Tkn,Chg Com,GM SCORE,TO%,+1%,Score%,%SF,PTSc,LOW SSQ Made,LOW SSQ Miss,LOW SSQ Att,LOW SSQ % Time,HIGH SSQ Made,HIGH SSQ Miss,HIGH SSQ Att,HIGH SSQ % Time,%FT
MountStVincent@Columbia,11/20/2021,5,Emmanuel Onuama,05:00,2,0.667,2,1,1,50.0%,0,0,-,-,0,0,0,0,0,0.00,2,0,2,0,1,0.00,-4,50.0%,50.0%,2,-,-,-,2,1,1,50.0%,0,0,0,-,0.00,0,0,0,-,0.00,0,0,0,1.2,0.0%,0.0%,0.0%,0.0%,2,-,-,-,-,-,-,-,-,0.0%
MountStVincent@Columbia,11/20/2021,10,Asa Shannon,03:00,2,1.000,2,1,1,50.0%,0,0,-,-,0,0,0,0,0,0.00,1,0,1,0,0,-,-2,50.0%,50.0%,2,-,-,-,2,1,1,50.0%,0,0,0,-,0.00,0,0,0,-,0.00,0,0,0,1.3,0.0%,0.0%,0.0%,0.0%,2,-,-,-,-,-,-,-,-,0.0%
MountStVincent@Columbia,11/20/2021,11,Josh Odunowo,19:00,9,1.000,4,4,0,100.0%,1,2,0.50,0.50,1,1,2,0,3,0.00,5,0,5,2,2,1.00,20,100.0%,78.1%,6,-,-,-,4,4,0,100.0%,0,0,0,-,0.00,4,1,3,25.0%,1.00,0,0,0,8.4,22.2%,0.0%,0.0%,0.0%,11,-,-,-,-,-,-,-,-,0.0%
MountStVincent@Columbia,11/20/2021,12,Cameron Shockley-Okeke,12:00,7,1.400,4,3,1,75.0%,1,1,1.00,0.00,0,0,0,0,0,0.00,2,1,1,0,0,-,7,87.5%,87.5%,4,-,-,-,2,2,0,100.0%,2,1,1,50.0%,0.50,0,0,0,-,0.00,0,0,0,6.1,20.0%,0.0%,0.0%,0.0%,10,-,-,-,-,-,-,-,-,0.0%
MountStVincent@Columbia,11/20/2021,15,Geronimo Rubio De La Rosa,36:00,14,1.167,12,5,7,41.7%,5,1,5.00,2.00,2,0,1,0,3,0.00,1,0,1,1,2,0.50,22,54.2%,56.3%,12,-,-,-,6,2,4,33.3%,6,3,3,50.0%,0.50,1,1,0,100.0%,0.08,1,0,0,12.3,8.3%,8.3%,0.0%,0.0%,27,-,-,-,-,-,-,-,-,0.0%
MountStVincent@Columbia,11/20/2021,20,Robbie Stankard,10:00,2,0.333,4,1,3,25.0%,2,1,2.00,0.00,0,0,0,0,0,0.00,3,1,2,0,2,0.00,-6,25.0%,25.0%,4,-,-,-,2,1,1,50.0%,2,0,2,0.0%,0.50,0,0,0,-,0.00,0,0,0,0.5,16.7%,0.0%,0.0%,0.0%,7,-,-,-,-,-,-,-,-,0.0%
MountStVincent@Columbia,11/20/2021,25,Patrick Harding,15:00,2,0.222,4,1,3,25.0%,3,5,0.60,0.00,0,3,0,0,0,0.00,6,1,5,1,2,0.00,14,25.0%,25.0%,4,-,-,-,4,1,3,25.0%,0,0,0,-,0.00,0,0,0,-,0.00,0,0,0,-1.9,55.6%,0.0%,0.0%,0.0%,14,-,-,-,-,-,-,-,-,0.0%
MountStVincent@Columbia,11/20/2021,32,Maka Ellis,03:00,0,0.000,1,0,1,0.0%,0,0,-,-,1,0,0,0,1,0.00,0,0,0,0,0,-,3,0.0%,0.0%,1,-,-,-,0,0,0,-,1,0,1,0.0%,1.00,0,0,0,-,0.00,0,0,0,0.3,0.0%,0.0%,0.0%,0.0%,0,-,-,-,-,-,-,-,-,0.0%
MountStVincent@Columbia,11/20/2021,34,Jake Tavroff,01:00,0,0.000,0,0,0,-,0,1,0.00,0.00,0,0,0,0,0,-,0,0,0,1,1,0.00,-5,-,0.0%,1,-,-,-,0,0,0,-,0,0,0,-,-,2,0,2,0.0%,-,0,0,0,-2.2,50.0%,0.0%,0.0%,0.0%,0,-,-,-,-,-,-,-,-,0.0%
MountStVincent@Columbia,11/20/2021,35,Noah Robledo,12:00,2,0.500,3,1,2,33.3%,1,1,1.00,0.00,0,1,0,0,0,0.00,1,0,1,0,1,0.00,7,33.3%,33.3%,3,-,-,-,3,1,2,33.3%,0,0,0,-,0.00,0,0,0,-,0.00,0,0,0,-0.1,25.0%,0.0%,0.0%,0.0%,4,-,-,-,-,-,-,-,-,0.0%
